ID,Section,Question,Option 1,Option 2,Option 3,Option 4,Ans(1-4),Translation,Explanation,Interval,Ease,Next_Review
223,90,You should write down Satsuki's number ( ) you forget it.,in case,in the case,so far as,so long as,1,忘れてしまった場合に備えて、サツキの電話番号を書きとめておくべきです。,●in case... 「 する場合に備えて」 ▶In case で 「･･･する場合に備えて」という意味。「念のために/予防として」というニュアンスがある点が for fearとは異なる。in case S should do という言い方もあるが、文語的な表現。選択肢④ so long as  ･･･する限り」はを参照。④プラス 米語で in caseは「条件」 の意味で使われ、「万一･･･する場合は」というニュアンスがある。You can start without me in case I am late 「もし(万一)私が遅れたら、私なしで出発してください」,0,2.5,
224,90,"As ( ) as gun control goes, I think we definitely need to make some changes, or else crimes and accidents involving guns will continue to increase.",far,long,much,well,1,銃規制に関する限り、確かに何らかの変更は必要だろう。そうでなければ、銃に関わる犯罪や事故は増え続けるだろう。,●as[so] far as... [･･･する限り･･･する範囲内で」 ▶farは「距離の長さ」を表すので、as [so] far as... は「･･･する範囲内では」という〈範囲の制限〉が原義。as far as S goで「Sに関する限り (= as far as S is concerned)」という意味。文字通り「Sが移動する範囲内では」という原義から考えればas longas と間違うことはない。,0,2.5,
225,90,Any bread will do as ( ) as it's fresh.,many,far,much,long,4,焼きたてでありさえすればどんなパンでもいいですよ。,●as [so] long as... 「･･する限り･･･しさえすれば･･･する間は」 ▶longは「時の長さ」を表し、as[so] long as... は 「･･･する間は」という〈時間の制限)が原義。そこから「･･･しさえすれば」。▶「パンが焼きたでの間はどんなパンでも食べますよ」という意味なので、as long as を用いる。原義から考えれば範囲を制限する as far as が使えないことがわかる。,0,2.5,
226,91,I went swimming almost every day ( ) I stayed in Okinawa.,though,during,while,if,3,沖縄滞在中は、ほぼ毎日泳ぎに行った。,●(時)のwhile... 「･･･している間」 ▶接続詞 while は「何かが起こっている/行われている期間」を示すので、原則としてwhile 節内では、動作動詞の進行形か、状態動詞が用いられる。選択肢② during は前置詞なので後ろに文は来ない。... during my stay in Okinawa なら正しい。,0,2.5,
227,92,"Some people say that the Internet is a passing fashion, ( ) others believe it is a turning point in human history.",during,judging from,while,considering,3,インターネットは一過性の流行だと言う人もいるが、人類の歴史における転換点だと考える人もいる。,●(対比)のwhile... 「一方･･･」(=whereas...) ▶some people... others･･する人もいれば、(その一方で)〜する人もいる」 という相対的な表現に注目して、〈対比〉の② while を選ぶ。▶ 対比)の while は (SV .... while S' V) のように文中で使われるのが一般的。,0,2.5,
228,92,"Joe agreed with Mary for the most part, ( ) there were still some points that he could not accept.",Since,While,Whether,Whichever,2,ジョーはほとんどの部分でメアリーに同意したが、受け入れることができないところがまだいくつかあった。,●(譲歩)の while... 「･･･だけれども/･･･にもかかわらず」 (though.../although...) ▶(譲歩)の② While を選ぶと、「大部分賛成だが、いくつか賛成できない」という文章が成立する。▶(譲歩)の while は While SV ... S'V~)のように文頭で使われるのが一般的。,0,2.5,
229,92,The students did it ( ) they were told to do it.,that,so,as,unless,3,生徒たちはそれをやるように言われた通りにやった。,●様態)のas... 「･･･するように」 ▶文意が通るのは(様態)の接続詞③as だけ。,0,2.5,
230,93,I'm tired. I got up ( ) 5:00 this morning.,in,on,to,at,4,疲れているよ。今朝は5時に起きたんだ。,●「時の一点(=時刻)」を表す at ▶5:00は時の一点を表すので、④at が正解。,0,2.5,
231,93,We are expecting our grandparents to arrive ( ) November 28th.,on,for,at,in,1,11月28日に私たちの祖父母がやってくることになっている。,●「曜日」「日付」を表す on ▶「何月何日」を表す場合は一般的に on+月十日〉という表現を用いる。選択肢 ④inは日付には使えない。in November という使い方はできる。,0,2.5,
232,93,My sister was born ( ).,"in April, 1949","on April, 1949","at 1949, in April","1949, at April",1,私の姉は1949年の4月に生まれた。,"●「年・月」を表す in ▶「何年に」や「何月に」を表す場合は、in April in 1949のようにinを使う。▶「何年何月に」とまとめて表す場合は、本間のように(in+月、年)という語順になる。日本語とは語順が異なる点に注意。プラス まとめ 表す場合は、日付なのでonを用いて、一般的にon...の語順になる。I was born on May 31st, 1965、「私は1965年5月31日に生まれた」",0,2.5,
